Boardgame Players Assocition,,,,,,,,,,,,,,,,,,,
2018 WBC Schedule,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Schedule by Game,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Date,Day,Day Code,Time,Event Code,Event,Type,Round/Heat,Prize Level,Class,Format,Style,Duration,Location,GM,Category,,,,
7/22/18,First Sunday,FSu,9,SJN,San Juan,Tournament,D1/1,--,--,--,--,1,Annex 4,"Shea, Lexi",Century,,,,
7/22/18,First Sunday,FSu,10,SJN,San Juan,Tournament,R1/1,3,B,SwEl,Continuous,4,Fox Den,"Shea, Lexi",Century,,,,
7/22/18,First Sunday,FSu,14,SJN,San Juan,Tournament,QF,3,B,SwEl,Continuous,1,Fox Den,"Shea, Lexi",Century,,,,
7/22/18,First Sunday,FSu,15,SJN,San Juan,Tournament,SF,3,B,SwEl,Continuous,1,Fox Den,"Shea, Lexi",Century,,,,
7/22/18,First Sunday,FSu,16,SJN,San Juan,Tournament,F,3,B,SwEl,Continuous,1,Fox Den,"Shea, Lexi",Century,,,,
7/24/18,Tuesday,Tu,18,SFR,Santa Fe Rails,Tournament,D1/1,--,--,--,--,1,Annex 4,"Kircher, Rob",Trial,,,,
7/23/18,Monday,Mo,19,SFR,Santa Fe Rails,Tournament,H1/3,1,B,HMWG,Scheduled,2,Fox Den,"Kircher, Rob",Trial,,,,
7/24/18,Tuesday,Tu,20,SFR,Santa Fe Rails,Tournament,H2/3,1,B,HMWG,Scheduled,2,Seasons,"Kircher, Rob",Trial,,,,
7/25/18,Wednesday,We,11,SFR,Santa Fe Rails,Tournament,H3/3,1,B,HMWG,Scheduled,2,Wintergreen,"Kircher, Rob",Trial,,,,
7/26/18,Thursday,Th,11,SFR,Santa Fe Rails,Tournament,SF,1,B,HMWG,Scheduled,2,Seasons,"Kircher, Rob",Trial,,,,
7/26/18,Thursday,Th,13,SFR,Santa Fe Rails,Tournament,F,1,B,HMWG,Scheduled,2,Laurel,"Kircher, Rob",Trial,,,,
7/21/18,First Saturday,FSa,9,SCY,Scythe,Tournament,D1/1,--,--,--,--,1,Annex 3,"Samuel, Ken",Century,,,,
7/21/18,First Saturday,FSa,12,SCY,Scythe,Tournament,H1/3,6,B,HSW,Scheduled,3,Grand Ballroom,"Samuel, Ken",Century,,,,
7/21/18,First Saturday,FSa,18,SCY,Scythe,Tournament,H2/3,6,B,HSW,Scheduled,3,Grand Ballroom,"Samuel, Ken",Century,,,,
7/21/18,First Saturday,FSa,23,SCY,Scythe,Tournament,H3/3,6,B,HSW,Scheduled,3,Alpine,"Samuel, Ken",Century,,,,
7/22/18,First Sunday,FSu,15,SCY,Scythe,Tournament,SF,6,B,HSW,Scheduled,3,Grand Ballroom,"Samuel, Ken",Century,,,,
7/22/18,First Sunday,FSu,18,SCY,Scythe,Tournament,F,6,B,HSW,Scheduled,3,Laurel,"Samuel, Ken",Century,,,,
7/23/18,Monday,Mo,9,SKG,Sekigahara,Tournament,D1/1,--,--,--,--,1,Annex 3,"Mishler, Dennis",Century,,,,
7/23/18,Monday,Mo,10,SKG,Sekigahara,Tournament,R1/3,5,B,SwEl,Continuous,3,First Tracks Center,"Mishler, Dennis",Century,,,,
7/23/18,Monday,Mo,13,SKG,Sekigahara,Tournament,R2/3,5,B,SwEl,Continuous,3,First Tracks Center,"Mishler, Dennis",Century,,,,
7/23/18,Monday,Mo,16,SKG,Sekigahara,Tournament,R3/3,5,B,SwEl,Continuous,3,First Tracks Center,"Mishler, Dennis",Century,,,,
7/23/18,Monday,Mo,19,SKG,Sekigahara,Tournament,SF,5,B,SwEl,Continuous,3,First Tracks Center,"Mishler, Dennis",Century,,,,
7/23/18,Monday,Mo,22,SKG,Sekigahara,Tournament,F,5,B,SwEl,Continuous,3,First Tracks Center,"Mishler, Dennis",Century,,,,
7/28/18,Saturday,Sa,23,SLS,Slapshot,Tournament,R1/3,3,C,SE,Late Night,1,Grand Ballroom,"McCulloch, Sean",Century,,,,
7/28/18,Saturday,Sa,24,SLS,Slapshot,Tournament,R2/3,3,C,SE,Late Night,1,Grand Ballroom,"McCulloch, Sean",Century,,,,
7/29/18,Sunday,Su,1,SLS,Slapshot,Tournament,F,3,C,SE,Late Night,1,Grand Ballroom,"McCulloch, Sean",Century,,,,
7/21/18,First Saturday,FSa,9,SMW,Small World,Tournament,D1/1,--,--,--,--,1,Annex 5,"Spencer, Jay",Century,,,,
7/21/18,First Saturday,FSa,10,SMW,Small World,Tournament,H1/2,4,B,HMWG,Scheduled,2,Grand Ballroom,"Spencer, Jay",Century,,,,
7/21/18,First Saturday,FSa,12,SMW,Small World,Tournament,H2/2,4,B,HMWG,Scheduled,2,Grand Ballroom,"Spencer, Jay",Century,,,,
7/21/18,First Saturday,FSa,23,SMW,Small World,Tournament,SF,4,B,HMWG,Scheduled,2,Grand Ballroom,"Spencer, Jay",Century,,,,
7/22/18,First Sunday,FSu,18,SMW,Small World,Tournament,F,4,B,HMWG,Scheduled,2,Foggy Goggle Front,"Spencer, Jay",Century,,,,
7/21/18,First Saturday,FSa,10,S43,Spearpoint 1943: Eastern Front,Tournament,R1/6,1,C,SW,Continuous,1,Grand Ballroom,"Russ, Jeff",Vendor,,,,
7/21/18,First Saturday,FSa,11,S43,Spearpoint 1943: Eastern Front,Tournament,R2/6,1,C,SW,Continuous,1,Grand Ballroom,"Russ, Jeff",Vendor,,,,
7/21/18,First Saturday,FSa,12,S43,Spearpoint 1943: Eastern Front,Tournament,R3/6,1,C,SW,Continuous,1,Grand Ballroom,"Russ, Jeff",Vendor,,,,
7/21/18,First Saturday,FSa,13,S43,Spearpoint 1943: Eastern Front,Tournament,R4/6,1,C,SW,Continuous,1,Grand Ballroom,"Russ, Jeff",Vendor,,,,
7/21/18,First Saturday,FSa,14,S43,Spearpoint 1943: Eastern Front,Tournament,R5/6,1,C,SW,Continuous,1,Grand Ballroom,"Russ, Jeff",Vendor,,,,
7/21/18,First Saturday,FSa,15,S43,Spearpoint 1943: Eastern Front,Tournament,R6/6,1,C,SW,Continuous,1,Grand Ballroom,"Russ, Jeff",Vendor,,,,
7/23/18,Monday,Mo,12,SPD,Splendor,Tournament,D1/1,--,--,--,--,1,Annex 5,"McGregor, Duncan",Century,,,,
7/23/18,Monday,Mo,14,SPD,Splendor,Tournament,H1/3,4,B,HMWG,Scheduled,1,Seasons,"McGregor, Duncan",Century,,,,
7/25/18,Wednesday,We,17,SPD,Splendor,Tournament,H2/3,4,B,HMWG,Scheduled,1,Seasons,"McGregor, Duncan",Century,,,,
7/26/18,Thursday,Th,20,SPD,Splendor,Tournament,H3/3,4,B,HMWG,Scheduled,1,Seasons,"McGregor, Duncan",Century,,,,
7/27/18,Friday,Fr,17,SPD,Splendor,Tournament,QF,4,B,HMWG,Scheduled,1,Seasons,"McGregor, Duncan",Century,,,,
7/27/18,Friday,Fr,18,SPD,Splendor,Tournament,SF,4,B,HMWG,Scheduled,1,Seasons,"McGregor, Duncan",Century,,,,
7/27/18,Friday,Fr,19,SPD,Splendor,Tournament,F,4,B,HMWG,Scheduled,1,Laurel,"McGregor, Duncan",Century,,,,
7/21/18,First Saturday,FSa,14,SQL,Squad Leader,Tournament,D1/1,--,--,--,--,1,Annex 1,"Polard, Peter",Century,,,,
7/21/18,First Saturday,FSa,9,SQL,Squad Leader,Tournament,R1/6,4,B,SwEl,Free Form,3,Festival,"Polard, Peter",Century,,,,
7/22/18,First Sunday,FSu,9,SQL,Squad Leader,Tournament,R2/6,4,B,SwEl,Free Form,3,Festival,"Polard, Peter",Century,,,,
7/23/18,Monday,Mo,9,SQL,Squad Leader,Tournament,R3/6,4,B,SwEl,Free Form,3,Festival,"Polard, Peter",Century,,,,
7/24/18,Tuesday,Tu,9,SQL,Squad Leader,Tournament,R4/6,4,B,SwEl,Free Form,3,Festival,"Polard, Peter",Century,,,,
7/25/18,Wednesday,We,9,SQL,Squad Leader,Tournament,R5/6,4,B,SwEl,Free Form,3,Festival,"Polard, Peter",Century,,,,
7/26/18,Thursday,Th,9,SQL,Squad Leader,Tournament,R6/6,4,B,SwEl,Free Form,3,Festival,"Polard, Peter",Century,,,,
7/28/18,Saturday,Sa,9,SQL,Squad Leader,Tournament,SF,4,B,SwEl,Free Form,3,Festival,"Polard, Peter",Century,,,,
7/28/18,Saturday,Sa,12,SQL,Squad Leader,Tournament,F,4,B,SwEl,Free Form,3,Festival,"Polard, Peter",Century,,,,
7/26/18,Thursday,Th,9,SWM,Star Wars Miniatures,Tournament,D1/1,--,--,--,--,1,Annex 3,"Sinigaglio, Frank",Century,,,,
7/24/18,Tuesday,Tu,18,SWM,Star Wars Miniatures,Tournament,H1/4,3,B,HMWG,Scheduled,3,Festival,"Sinigaglio, Frank",Century,,,,
7/25/18,Wednesday,We,9,SWM,Star Wars Miniatures,Tournament,H2/4,3,B,HMWG,Scheduled,3,Festival,"Sinigaglio, Frank",Century,,,,
7/26/18,Thursday,Th,18,SWM,Star Wars Miniatures,Tournament,H3/4,3,B,HMWG,Scheduled,3,Festival,"Sinigaglio, Frank",Century,,,,
7/27/18,Friday,Fr,18,SWM,Star Wars Miniatures,Tournament,H4/4,3,B,HMWG,Scheduled,3,Festival,"Sinigaglio, Frank",Century,,,,
7/28/18,Saturday,Sa,15,SWM,Star Wars Miniatures,Tournament,QF,3,B,HMWG,Scheduled,3,Festival,"Sinigaglio, Frank",Century,,,,
7/28/18,Saturday,Sa,18,SWM,Star Wars Miniatures,Tournament,SF,3,B,HMWG,Scheduled,3,Festival,"Sinigaglio, Frank",Century,,,,
7/28/18,Saturday,Sa,21,SWM,Star Wars Miniatures,Tournament,F,3,B,HMWG,Scheduled,3,Festival,"Sinigaglio, Frank",Century,,,,
7/24/18,Tuesday,Tu,19,QGB,Star Wars Queen's Gambit,Tournament,H1/4,3,A,HMWG,Scheduled,3,First Tracks Poolside,"Sinigaglio, Buddy",Century,,,,
7/25/18,Wednesday,We,20,QGB,Star Wars Queen's Gambit,Tournament,H2/4,3,A,HMWG,Scheduled,3,First Tracks Center,"Sinigaglio, Buddy",Century,,,,
7/26/18,Thursday,Th,21,QGB,Star Wars Queen's Gambit,Tournament,H3/4,3,A,HMWG,Scheduled,3,Wintergreen,"Sinigaglio, Buddy",Century,,,,
7/27/18,Friday,Fr,9,QGB,Star Wars Queen's Gambit,Tournament,H4/4,3,A,HMWG,Scheduled,3,Festival,"Sinigaglio, Buddy",Century,,,,
7/28/18,Saturday,Sa,12,QGB,Star Wars Queen's Gambit,Tournament,QF,3,A,HMWG,Scheduled,3,Festival,"Sinigaglio, Buddy",Century,,,,
7/28/18,Saturday,Sa,15,QGB,Star Wars Queen's Gambit,Tournament,SF,3,A,HMWG,Scheduled,3,Festival,"Sinigaglio, Buddy",Century,,,,
7/28/18,Saturday,Sa,18,QGB,Star Wars Queen's Gambit,Tournament,F,3,A,HMWG,Scheduled,3,Laurel,"Sinigaglio, Buddy",Century,,,,
7/25/18,Wednesday,We,17,SWR,Star Wars Rebellion,Tournament,D1/1,--,--,--,--,1,Annex 5,"Kizer, Chris",Century,,,,
7/22/18,First Sunday,FSu,13,SWR,Star Wars Rebellion,Tournament,R1M,4,B,SEM,Continuous,4,Seasons,"Kizer, Chris",Century,,,,
7/25/18,Wednesday,We,19,SWR,Star Wars Rebellion,Tournament,R1/5,4,B,SEM,Continuous,4,Wintergreen,"Kizer, Chris",Century,,,,
7/26/18,Thursday,Th,9,SWR,Star Wars Rebellion,Tournament,R2/5,4,B,SEM,Continuous,4,First Tracks Poolside,"Kizer, Chris",Century,,,,
7/26/18,Thursday,Th,13,SWR,Star Wars Rebellion,Tournament,R3/5,4,B,SEM,Continuous,4,First Tracks Poolside,"Kizer, Chris",Century,,,,
7/26/18,Thursday,Th,17,SWR,Star Wars Rebellion,Tournament,R4/5,4,B,SEM,Continuous,4,First Tracks Poolside,"Kizer, Chris",Century,,,,
7/26/18,Thursday,Th,21,SWR,Star Wars Rebellion,Tournament,F,4,B,SEM,Continuous,4,Director's One,"Kizer, Chris",Century,,,,
7/23/18,Monday,Mo,21,STA,Stone Age,Tournament,D1/1,--,--,--,--,1,Annex 5,"Bacigalupo, Rodney",Century,,,,
7/23/18,Monday,Mo,15,STA,Stone Age,Tournament,H1/3,5,B,HMWG,Scheduled,2,Seasons,"Bacigalupo, Rodney",Century,,,,
7/25/18,Wednesday,We,13,STA,Stone Age,Tournament,H2/3,5,B,HMWG,Scheduled,2,Grand Ballroom,"Bacigalupo, Rodney",Century,,,,
7/27/18,Friday,Fr,13,STA,Stone Age,Tournament,H3/3,5,B,HMWG,Scheduled,2,Seasons,"Bacigalupo, Rodney",Century,,,,
7/27/18,Friday,Fr,20,STA,Stone Age,Tournament,QF,5,B,HMWG,Scheduled,2,Seasons,"Bacigalupo, Rodney",Century,,,,
7/28/18,Saturday,Sa,9,STA,Stone Age,Tournament,SF,5,B,HMWG,Scheduled,2,Seasons,"Bacigalupo, Rodney",Century,,,,
7/28/18,Saturday,Sa,11,STA,Stone Age,Tournament,F,5,B,HMWG,Scheduled,2,Laurel,"Bacigalupo, Rodney",Century,,,,
7/23/18,Monday,Mo,18,SSB,Superstar Baseball,Tournament,D1/1,--,--,--,--,1,Annex 3,"Lee, Roderick",Legacy,,,,
7/23/18,Monday,Mo,20,SSB,Superstar Baseball Draft,Tournament,R1/3,3,B,SwEl,Free Form,2,Dogwood,"Lee, Roderick",Legacy,,,,
7/24/18,Tuesday,Tu,20,SSB,Superstar Baseball,Tournament,R1/3,3,B,SwEl,Free Form,24,Chestnut,"Lee, Roderick",Legacy,,,,
7/25/18,Wednesday,We,20,SSB,Superstar Baseball,Tournament,R2/3,3,B,SwEl,Free Form,24,Chestnut,"Lee, Roderick",Legacy,,,,
7/26/18,Thursday,Th,20,SSB,Superstar Baseball,Tournament,R3/3,3,B,SwEl,Free Form,24,Chestnut,"Lee, Roderick",Legacy,,,,
7/28/18,Saturday,Sa,18,SSB,Superstar Baseball,Tournament,QF,3,B,SwEl,Free Form,2,Chestnut,"Lee, Roderick",Legacy,,,,
7/28/18,Saturday,Sa,20,SSB,Superstar Baseball,Tournament,SF,3,B,SwEl,Free Form,2,Chestnut,"Lee, Roderick",Legacy,,,,
7/28/18,Saturday,Sa,22,SSB,Superstar Baseball,Tournament,F,3,B,SwEl,Free Form,2,Chestnut,"Lee, Roderick",Legacy,,,,
7/24/18,Tuesday,Tu,18,T_M,Terra Mystica,Tournament,D1/1,--,--,--,--,1,Annex 5,"Griffin, Hank",Century,,,,
7/24/18,Tuesday,Tu,20,T_M,Terra Mystica,Tournament,H1/2,4,B,HMWG,Scheduled,3,Grand Ballroom,"Griffin, Hank",Century,,,,
7/25/18,Wednesday,We,13,T_M,Terra Mystica,Tournament,H2/2,4,B,HMWG,Scheduled,3,Grand Ballroom,"Griffin, Hank",Century,,,,
7/26/18,Thursday,Th,9,T_M,Terra Mystica,Tournament,SF,4,B,HMWG,Scheduled,3,Alpine,"Griffin, Hank",Century,,,,
7/27/18,Friday,Fr,13,T_M,Terra Mystica,Tournament,F,4,B,HMWG,Scheduled,3,Laurel,"Griffin, Hank",Century,,,,
7/22/18,First Sunday,FSu,18,TFM,Terraforming Mars,Tournament,D1/2,--,--,--,--,1,Annex 5,"Crenshaw, Bill",Century,,,,
7/25/18,Wednesday,We,18,TFM,Terraforming Mars,Tournament,D2/2,--,--,--,--,1,Annex 6,"Crenshaw, Bill",Century,,,,
7/22/18,First Sunday,FSu,21,TFM,Terraforming Mars,Tournament,H1/3,6,B,HMWG,Scheduled,3,Seasons,"Crenshaw, Bill",Century,,,,
7/23/18,Monday,Mo,9,TFM,Terraforming Mars,Tournament,H2/3,6,B,HMWG,Scheduled,3,Seasons,"Crenshaw, Bill",Century,,,,
7/25/18,Wednesday,We,20,TFM,Terraforming Mars,Tournament,H3/3,6,B,HMWG,Scheduled,3,Seasons,"Crenshaw, Bill",Century,,,,
7/26/18,Thursday,Th,21,TFM,Terraforming Mars,Tournament,QF,6,B,HMWG,Scheduled,3,Wintergreen,"Crenshaw, Bill",Century,,,,
7/27/18,Friday,Fr,9,TFM,Terraforming Mars,Tournament,SF,6,B,HMWG,Scheduled,3,Wintergreen,"Crenshaw, Bill",Century,,,,
7/27/18,Friday,Fr,18,TFM,Terraforming Mars,Tournament,F,6,B,HMWG,Scheduled,3,Laurel,"Crenshaw, Bill",Century,,,,
7/21/18,First Saturday,FSa,9,TRC,The Russian Campaign,Tournament,R1/7,6,A,SwEl,Free Form,5,Festival,"Dickson, Gary",Century,,,,
7/22/18,First Sunday,FSu,9,TRC,The Russian Campaign,Tournament,R2/7,6,A,SwEl,Free Form,5,Festival,"Dickson, Gary",Century,,,,
7/23/18,Monday,Mo,9,TRC,The Russian Campaign,Tournament,R3/7,6,A,SwEl,Free Form,5,Festival,"Dickson, Gary",Century,,,,
7/24/18,Tuesday,Tu,9,TRC,The Russian Campaign,Tournament,R4/7,6,A,SwEl,Free Form,5,Festival,"Dickson, Gary",Century,,,,
7/25/18,Wednesday,We,9,TRC,The Russian Campaign,Tournament,R5/7,6,A,SwEl,Free Form,5,Festival,"Dickson, Gary",Century,,,,
7/26/18,Thursday,Th,9,TRC,The Russian Campaign,Tournament,R6/7,6,A,SwEl,Free Form,5,Festival,"Dickson, Gary",Century,,,,
7/27/18,Friday,Fr,9,TRC,The Russian Campaign,Tournament,R7/7,6,A,SwEl,Free Form,5,Festival,"Dickson, Gary",Century,,,,
7/28/18,Saturday,Sa,9,TRC,The Russian Campaign,Tournament,SF,6,A,SwEl,Free Form,5,Festival,"Dickson, Gary",Century,,,,
7/28/18,Saturday,Sa,13,TRC,The Russian Campaign,Tournament,F,6,A,SwEl,Free Form,5,Festival,"Dickson, Gary",Century,,,,
7/22/18,First Sunday,FSu,15,AGE,Through the Ages,Tournament,H1/2,4,A,HMWG,Scheduled,5,Foggy Goggle Front,"Buehler, Randy",Century,,,,
7/23/18,Monday,Mo,10,AGE,Through the Ages,Tournament,H2/2,4,A,HMWG,Scheduled,5,Seasons,"Buehler, Randy",Century,,,,
7/23/18,Monday,Mo,17,AGE,Through the Ages,Tournament,SF,4,A,HMWG,Scheduled,5,Laurel,"Buehler, Randy",Century,,,,
7/24/18,Tuesday,Tu,10,AGE,Through the Ages,Tournament,F,4,A,HMWG,Scheduled,5,Laurel,"Buehler, Randy",Century,,,,
7/23/18,Monday,Mo,11,T&T,Thurn & Taxis,Tournament,D1/1,--,--,--,--,1,Annex 6,"Latto, Andy",Century,,,,
7/23/18,Monday,Mo,23,T&T,Thurn & Taxis,Tournament,H1/3,6,B,HWO,Scheduled,2,Seasons,"Latto, Andy",Century,,,,
7/24/18,Tuesday,Tu,18,T&T,Thurn & Taxis,Tournament,H2/3,6,B,HWO,Scheduled,2,Seasons,"Latto, Andy",Century,,,,
7/26/18,Thursday,Th,15,T&T,Thurn & Taxis,Tournament,H3/3,6,B,HWO,Scheduled,2,Seasons,"Latto, Andy",Century,,,,
7/27/18,Friday,Fr,9,T&T,Thurn & Taxis,Tournament,QF,6,B,HWO,Scheduled,2,Wintergreen,"Latto, Andy",Century,,,,
7/27/18,Friday,Fr,11,T&T,Thurn & Taxis,Tournament,SF,6,B,HWO,Scheduled,2,Wintergreen,"Latto, Andy",Century,,,,
7/27/18,Friday,Fr,13,T&T,Thurn & Taxis,Tournament,F,6,B,HWO,Scheduled,2,Laurel,"Latto, Andy",Century,,,,
7/23/18,Monday,Mo,9,TTR,Ticket to Ride,Tournament,D1/1,--,--,--,--,1,Annex 5,"Brosius, Claire",Century,,,,
7/23/18,Monday,Mo,17,TTR,Ticket to Ride,Tournament,H1/4,6,B,HMWG,Scheduled,2,Seasons,"Brosius, Claire",Century,,,,
7/25/18,Wednesday,We,11,TTR,Ticket to Ride,Tournament,H2/4,6,B,HMWG,Scheduled,2,Seasons,"Brosius, Claire",Century,,,,
7/26/18,Thursday,Th,21,TTR,Ticket to Ride,Tournament,H3/4,6,B,HMWG,Scheduled,2,Seasons,"Brosius, Claire",Century,,,,
7/27/18,Friday,Fr,9,TTR,Ticket to Ride,Tournament,H4/4,6,B,HMWG,Scheduled,2,Seasons,"Brosius, Claire",Century,,,,
7/28/18,Saturday,Sa,13,TTR,Ticket to Ride,Tournament,QF,6,B,HMWG,Scheduled,2,Seasons,"Brosius, Claire",Century,,,,
7/29/18,Sunday,Su,9,TTR,Ticket to Ride,Tournament,SF,6,B,HMWG,Scheduled,2,Seasons,"Brosius, Claire",Century,,,,
7/29/18,Sunday,Su,11,TTR,Ticket to Ride,Tournament,F,6,B,HMWG,Scheduled,2,Seasons,"Brosius, Claire",Century,,,,
7/25/18,Wednesday,We,20,TIM,Tigers in the Mist,Tournament,D1/1,--,--,--,--,1,Annex 1,"Freeman, Ray",Trial,,,,
7/27/18,Friday,Fr,9,TIM,Tigers in the Mist,Tournament,R1/4,1,B,SW,Continuous,5,First Tracks Slopeside,"Freeman, Ray",Trial,,,,
7/27/18,Friday,Fr,14,TIM,Tigers in the Mist,Tournament,R2/4,1,B,SW,Continuous,5,First Tracks Slopeside,"Freeman, Ray",Trial,,,,
7/27/18,Friday,Fr,19,TIM,Tigers in the Mist,Tournament,R3/4,1,B,SW,Continuous,5,First Tracks Slopeside,"Freeman, Ray",Trial,,,,
7/28/18,Saturday,Sa,9,TIM,Tigers in the Mist,Tournament,R4/4,1,B,SW,Continuous,5,First Tracks Center,"Freeman, Ray",Trial,,,,
7/22/18,First Sunday,FSu,15,TCS,Time of Crisis,Tournament,D1/2,--,--,--,--,1,Annex 4,"Ferrell, Wray",Vendor,,,,
7/23/18,Monday,Mo,11,TCS,Time of Crisis,Tournament,D2/2,--,--,--,--,1,Annex 4,"Ferrell, Wray",Vendor,,,,
7/23/18,Monday,Mo,13,TCS,Time of Crisis,Tournament,H1/2,1,B,HMWG,Scheduled,4,Rathskeller,"Ferrell, Wray",Vendor,,,,
7/24/18,Tuesday,Tu,18,TCS,Time of Crisis,Tournament,H2/2,1,B,HMWG,Scheduled,4,Fox Den,"Ferrell, Wray",Vendor,,,,
7/25/18,Wednesday,We,18,TCS,Time of Crisis,Tournament,SF,1,B,HMWG,Scheduled,4,Rathskeller,"Ferrell, Wray",Vendor,,,,
7/26/18,Thursday,Th,9,TCS,Time of Crisis,Tournament,F,1,B,HMWG,Scheduled,4,Laurel,"Ferrell, Wray",Vendor,,,,
7/24/18,Tuesday,Tu,16,T_G,Tin Goose,Tournament,D1/1,--,--,--,--,1,Annex 2,"Herbst, Bill",Century,,,,
7/24/18,Tuesday,Tu,21,T_G,Tin Goose,Tournament,H1/2,3,B,HMWG,Scheduled,3,Wintergreen,"Herbst, Bill",Century,,,,
7/25/18,Wednesday,We,17,T_G,Tin Goose,Tournament,H2/2,3,B,HMWG,Scheduled,3,Seasons,"Herbst, Bill",Century,,,,
7/26/18,Thursday,Th,17,T_G,Tin Goose,Tournament,SF,3,B,HMWG,Scheduled,3,Seasons,"Herbst, Bill",Century,,,,
7/26/18,Thursday,Th,20,T_G,Tin Goose,Tournament,F,3,B,HMWG,Scheduled,3,Laurel,"Herbst, Bill",Century,,,,
7/24/18,Tuesday,Tu,18,TTN,Titan,Tournament,D1/1,--,--,--,--,1,Annex 6,"Wolff, Bruno",Century,,,,
7/24/18,Tuesday,Tu,21,TTN,Titan,Tournament,H1/9,4,B,HMWG,Scheduled,4,First Tracks Center,"Wolff, Bruno",Century,,,,
7/25/18,Wednesday,We,9,TTN,Titan,Tournament,H2/9,4,B,HMWG,Scheduled,4,Foggy Goggle Front,"Wolff, Bruno",Century,,,,
7/25/18,Wednesday,We,13,TTN,Titan,Tournament,H3/9,4,B,HMWG,Scheduled,4,Foggy Goggle Front,"Wolff, Bruno",Century,,,,
7/25/18,Wednesday,We,17,TTN,Titan,Tournament,H4/9,4,B,HMWG,Scheduled,4,Foggy Goggle Front,"Wolff, Bruno",Century,,,,
7/25/18,Wednesday,We,21,TTN,Titan,Tournament,H5/9,4,B,HMWG,Scheduled,4,Foggy Goggle Front,"Wolff, Bruno",Century,,,,
7/26/18,Thursday,Th,9,TTN,Titan,Tournament,H6/9,4,B,HMWG,Scheduled,4,First Tracks Center,"Wolff, Bruno",Century,,,,
7/26/18,Thursday,Th,13,TTN,Titan,Tournament,H7/9,4,B,HMWG,Scheduled,4,First Tracks Center,"Wolff, Bruno",Century,,,,
7/26/18,Thursday,Th,17,TTN,Titan,Tournament,H8/9,4,B,HMWG,Scheduled,4,First Tracks Center,"Wolff, Bruno",Century,,,,
7/26/18,Thursday,Th,21,TTN,Titan,Tournament,H9/9,4,B,HMWG,Scheduled,4,First Tracks Center,"Wolff, Bruno",Century,,,,
7/27/18,Friday,Fr,9,TTN,Titan,Tournament,SF,4,B,HMWG,Scheduled,4,First Tracks Center,"Wolff, Bruno",Century,,,,
7/28/18,Saturday,Sa,9,TTN,Titan,Tournament,F,4,B,HMWG,Scheduled,4,First Tracks Center,"Wolff, Bruno",Century,,,,
7/22/18,First Sunday,FSu,16,TT2,Titan 2-Player,Tournament,D1/1,--,--,--,--,1,Annex 6,"Atwater, Rich",Sponsor,,,,
7/22/18,First Sunday,FSu,18,TT2,Titan 2-Player,Tournament,R1/5,1,B,SE,Continuous,3,First Tracks Slopeside,"Atwater, Rich",Sponsor,,,,
7/22/18,First Sunday,FSu,21,TT2,Titan 2-Player,Tournament,R2/5,1,B,SE,Continuous,3,First Tracks Slopeside,"Atwater, Rich",Sponsor,,,,
7/23/18,Monday,Mo,9,TT2,Titan 2-Player,Tournament,R3/5,1,B,SE,Continuous,3,Foggy Goggle Front,"Atwater, Rich",Sponsor,,,,
7/23/18,Monday,Mo,12,TT2,Titan 2-Player,Tournament,R4/5,1,B,SE,Continuous,3,Foggy Goggle Front,"Atwater, Rich",Sponsor,,,,
7/23/18,Monday,Mo,15,TT2,Titan 2-Player,Tournament,F,1,B,SE,Continuous,3,Foggy Goggle Front,"Atwater, Rich",Sponsor,,,,
7/25/18,Wednesday,We,18,TTA,Titan the Arena,Tournament,D1/1,--,--,--,--,1,Annex 2,"Crowe, Greg",Legacy,,,,
7/25/18,Wednesday,We,20,TTA,Titan the Arena,Tournament,H1/3,2,B,HMW,Scheduled,1,First Tracks Center,"Crowe, Greg",Legacy,,,,
7/26/18,Thursday,Th,21,TTA,Titan the Arena,Tournament,H2/3,2,B,HMW,Scheduled,1,First Tracks Center,"Crowe, Greg",Legacy,,,,
7/28/18,Saturday,Sa,13,TTA,Titan the Arena,Tournament,H3/3,2,B,HMW,Scheduled,1,First Tracks Center,"Crowe, Greg",Legacy,,,,
7/28/18,Saturday,Sa,15,TTA,Titan the Arena,Tournament,SF,2,B,HMW,Scheduled,1,Seasons,"Crowe, Greg",Legacy,,,,
7/28/18,Saturday,Sa,16,TTA,Titan the Arena,Tournament,F,2,B,HMW,Scheduled,1,Seasons,"Crowe, Greg",Legacy,,,,
7/29/18,Sunday,Su,9,TAM,Transamerica,Tournament,D1/1,--,--,--,--,1,Annex 1,"Bohnenberger, David",Legacy,,,,
7/29/18,Sunday,Su,10,TAM,Transamerica,Tournament,R1/3,2,B,SE,Continuous,1,Grand Ballroom,"Bohnenberger, David",Legacy,,,,
7/29/18,Sunday,Su,11,TAM,Transamerica,Tournament,R2/3,2,B,SE,Continuous,1,Grand Ballroom,"Bohnenberger, David",Legacy,,,,
7/29/18,Sunday,Su,12,TAM,Transamerica,Tournament,F,2,B,SE,Continuous,1,Grand Ballroom,"Bohnenberger, David",Legacy,,,,
7/26/18,Thursday,Th,19,TAC,Transatlantic,Tournament,D1/1,--,--,--,--,1,Annex 4,"Ledger, Chuck",Vendor,,,,
